"File","Field","Index","Speakers","Japanese","Speakers (E)","English","LineBreak"
"1345.dat","line","10","1 [エルマーナ]","まあ　そらぁ１３年も生きとったら
悪いところも　出てくるわぁ","1 [Hermana]","Well, after livin’ thirteen years there’s
bound ta be some bad stuff.","TRUE"
"1345.dat","line","14","0 [ルカ]","１３年って
まだまだ　子どもじゃないか…","0 [Ruca]","“Thirteen”... that’s still quite young.","TRUE"
"1345.dat","line","17","1 [エルマーナ]","でもな　ウチ　つい最近まで
普通の不幸少女やっとったのに
突然　このパワーに目覚めてんで？","1 [Hermana]","But y’know, Ah’ve been a normal
unfortunate girl until recently, an’
then Ah suddenly got this power.","TRUE"
"1345.dat","line","22","1 [エルマーナ]","そらぁ
あちこち　ガタも来るで","1 [Hermana]","Ah’m just a bit rattled.","TRUE"
"1345.dat","line","27","0 [ルカ]","どこが悪いの？
ヒザ？　腰？","0 [Ruca]","Where does it hurt?
Your knee? Back?","TRUE"
"1345.dat","line","30","1 [エルマーナ]","疲れが　たまったんかいなぁ
肌が荒れてきて　指の逆むけとか
ちょっと　水にしみんねん","1 [Hermana]","Ah suppose Ah’m jus’ tired. My skin’s
startin’ ta get chappy an’ my fingers are
peelin’ an’ drinkin’ water has been harder.","TRUE"
"1345.dat","line","34","0 [ルカ]","な～んだぁ
それって　単に北の戦場の
冷たい水のせいじゃないか","0 [Ruca]","Ohh... isn’t that just because
of Tenos’ colder water?","TRUE"
"1345.dat","line","39","1 [エルマーナ]","あ～！！　大事なことやねんで？
ウチは　イリア姉ちゃんみたいに
スタイル良うないし","1 [Hermana]","This is important, hear?
S’not like Ah’m as purty as Sis Illia.","TRUE"
"1345.dat","line","42","1 [エルマーナ]","アンジュ姉ちゃんみたいに　乳ないもん
ウチには　肌のキレイさしか
取り得ないねん…","1 [Hermana]","An’ Ah don’ have big boobies like
Sis Ange does, Ah can only rely on
mah smooth skin...","TRUE"
"1345.dat","line","49","0 [ルカ]","そんなことないよ","0 [Ruca]","That’s not true.","TRUE"
"1345.dat","line","53","1 [エルマーナ]","ええ～…？
ほなウチ　肌汚い？","1 [Hermana]","Huh? See, mah skin’s all dirty.","TRUE"
"1345.dat","line","58","0 [ルカ]","ち…　違うよ！　そうじゃなくてさ
エルは　まだ１３歳でしょ？","0 [Ruca]","N-No, that’s not it! You’re just thirteen, right?","TRUE"
"1345.dat","line","61","0 [ルカ]","これから背は　伸びるし
胸だって　大きくなるよ","0 [Ruca]","From now on, you’ll grow taller
and your chest will get bigger.
","TRUE"
"1345.dat","line","66","1 [エルマーナ]","ホンマに？
イリア姉ちゃんや
アンジュ姉ちゃんみたいに？","1 [Hermana]","Really? Jus’ like Sis Illia and Sis Ange?","TRUE"
"1345.dat","choice","69","0","断言する","","Affirm","FALSE"
"1345.dat","choice","69","1","少し質問する","","Ask a small question","FALSE"
"1345.dat","line","72","0 [ルカ]","今は　スタイルのことなんて気にせず
しっかり食べて　ちゃんと眠れば
イリアや　アンジュ以上になれるよ","0 [Ruca]","Right now, you’re worrying too much about how
you look. You have to eat and sleep properly, then
you’ll become better than Illia and Ange.","TRUE"
"1345.dat","line","78","0 [ルカ]","え～と　じゃあ
その前に　エルのお母さんって
スタイル　どんな感じだったの？","0 [Ruca]","Hmm... first of all, what did
your mother look like?","TRUE"
"1345.dat","line","81","1 [エルマーナ]","背ぇデカかってん
女の人に　あるまじき長身やったな","1 [Hermana]","She was mighty tall!
Taller than the average woman!
","TRUE"
"1345.dat","line","84","0 [ルカ]","お父さんは？","0 [Ruca]","And your dad?","TRUE"
"1345.dat","line","87","1 [エルマーナ]","背ぇは　低かったな
でも　太っとったから
乳はデカかったかもしらん","1 [Hermana]","He was awfully short, but since he was fat,
maybe his boobs were big.","TRUE"
"1345.dat","line","90","0 [ルカ]","…じゃ　じゃあ　理想の体型に
なれるんじゃないかな？","0 [Ruca]","Then doesn’t that mean you’d
get your ideal body?","TRUE"
"1345.dat","line","94","0 [ルカ]","上手く行けば　ご両親の特徴が
都合よく現れるかも","0 [Ruca]","Hopefully, you might inherit your
parents’ appearance.","TRUE"
"1345.dat","line","101","1 [エルマーナ]","…そうか～
","1 [Hermana]","Ohh...","TRUE"
"1345.dat","line_addition","105","","よっしゃ　ほな　ウチ頑張る！",""," A’ight! Ah’ll do mah best too!","TRUE"
"1345.dat","line","113","0 [ルカ]","胸はイリアぐらい
身長は　アンジュぐらいなら
保証できるんだけどなぁ…","0 [Ruca]","At the very least, I can guarantee that
she’ll be as tall as Ange and as big as Illia’s.","TRUE"
"1346.dat","title","331","","動く死体","","Moving Corpses","FALSE"
"1346.dat","speaker","0","","ルカ","","Ruca","FALSE"
"1346.dat","speaker","1","","イリア","","Illia","FALSE"
"1346.dat","speaker","2","","リカルド","","Ricardo","FALSE"
"1346.dat","line","1","1 [イリア]","あ～　それにしても
気持ち悪い敵だった…","1 [Illia]","Yuck, those enemies were
pretty disgusting.","TRUE"
"1346.dat","line","6","0 [ルカ]","気温が低いせいかな
匂わなくて　良かったね","0 [Ruca]","Maybe it’s because it’s cooler,
but I’m glad we can’t smell them.","TRUE"
"1346.dat","line","9","1 [イリア]","う～…　折れた骨が飛び出してたり
筋肉のピンクの断面とかさぁ
見た？","1 [Illia]","Ughh... The bones... they were flying around...
heck, did you even see those patches of pink
flesh on it?","TRUE"
"1346.dat","line","15","1 [イリア]","あれ　思い出したら
骨付きチキンになんか
かぶりつけなくなっちゃいそう…","1 [Illia]","God, I don’t think I can bring myself
to eat chicken anymore...","TRUE"
"1346.dat","line","19","2 [リカルド]","まだ死体を　見慣れていない
新兵たちが　似たようなことを
よく言うものだ","2 [Ricardo]","New recruits often say similar
things at the sight of a dead body.","TRUE"
"1346.dat","line","23","2 [リカルド]","まあ　戦場に一週間も居れば
平気になるものだがな","2 [Ricardo]","A week on the battlefield
and you’ll get used to it.","TRUE"
"1346.dat","line","26","0 [ルカ]","だったらさ　イリア
一週間　肉断ちしてみる？","0 [Ruca]","Why don’t you hold off on
the meat for a while, Illia?","TRUE"
"1346.dat","line","31","1 [イリア]","冗談でしょ！
今でも牛肉や豚肉なら　食べるもん
たいてい　骨付きじゃないし！","1 [Illia]","I’m kidding! I can still eat pork and beef! 
It’s just... I don’t think I’ll be able to
handle any meat with bones.","TRUE"
"1346.dat","line","35","2 [リカルド]","なら　牛や豚でも　スペアリブや
Ｔボーンステーキは　食えないな","2 [Ricardo]","Then that means no spare ribs
or t-bone steak for you.","TRUE"
"1346.dat","line","40","1 [イリア]","う…
い～や　頑張って食べる！","1 [Illia]","Aww... I’ll try... my best!","TRUE"
"1346.dat","line","45","0 [ルカ]","じゃあ　骨付きチキンも
頑張れば
食べられるんじゃないの？","0 [Ruca]","Then does that mean you can try and eat chicken?","TRUE"
"1346.dat","line","49","1 [イリア]","う～ん…
そう言われてみれば　そうね
好き嫌いは　良くないし…","1 [Illia]","If you put it that way, then yeah... ","TRUE"
"1346.dat","line","54","1 [イリア]","じゃあ　骨付きチキンも
頑張って食べることに　決～めた♪","1 [Illia]","Imma try my best eating chicken from now on!","TRUE"
"1346.dat","line","63","2 [リカルド]","やれやれ
うちの女性陣の　食欲には
まったく驚かされるな","2 [Ricardo]","Good grief, the appetite of these ladies
is quite the force to be reckoned with.","TRUE"
"1346.dat","line","68","0 [ルカ]","ホントだね…","0 [Ruca]","True...","TRUE"
"1347.dat","title","333","","ぶつぶつぶつ","","*Grumble*","FALSE"
"1347.dat","speaker","0","","ルカ","","Ruca","FALSE"
"1347.dat","speaker","1","","エルマーナ","","Hermana","FALSE"
"1347.dat","speaker","2","","イリア","","Illia","FALSE"
"1347.dat","speaker","3","","スパーダ","","Spada","FALSE"
"1347.dat","line","1","1 [エルマーナ]","う～ん…
ぶつぶつぶつ　ぶつぶつぶつ","1 [Hermana]","Hm... *grumbling*","TRUE"
"1347.dat","choice","4","0","構う","","Meddle ","FALSE"
"1347.dat","choice","4","1","放っておく","","Leave her alone","FALSE"
"1347.dat","line","6","0 [ルカ]","エル　なにか考えごと？
それとも　エルのことだから
ただ　考えごとのフリしてるだけ？","0 [Ruca]","What are you thinking about, Hermie?
Or... are you just pretending?","TRUE"
"1347.dat","line","11","1 [エルマーナ]","あ！　ルカ兄ちゃん　ヒド～
フリちゃうっちゅ～ねん
ホンマに　考えごとしてんねんで？","1 [Hermana]","Ruca Bro, yer so horrible!
Ah ain’t pretendin’, Ah’m really
thinkin’ ’bout sumthin’!","TRUE"
"1347.dat","line_speaker","20","","ルカ","","Ruca","FALSE"
"1347.dat","line","20","","…………","","...","TRUE"
"1347.dat","line","25","1 [エルマーナ]","…ルカ兄ちゃん
ニヤニヤ　見つめて
なんか用？","1 [Hermana]","Ya been smirkin’ at me fer a while now.
Whatcha want Ruca Bro?","TRUE"
"1347.dat","line","28","0 [ルカ]","なんだか　考えごとしてるみたいだから
温かく　見守ろうと思ってさ","0 [Ruca]","Oh, you seem to be lost in thought
so I was just observing.","TRUE"
"1347.dat","line","33","1 [エルマーナ]","そんなニヤついた顔で
見つめられると　気になって
考えごとどころや　のうなってまうわ","1 [Hermana]","Can ya stop starin’ at me with that expression?
Yer disturbin’ me.","TRUE"
"1347.dat","line","53","0 [ルカ]","エルの考えごとって
やっぱり　ご飯のことかな？","0 [Ruca]","Maybe Hermie was actually thinking about lunch?","TRUE"
"1347.dat","line","56","2 [イリア]","決まってんでしょ？
ご飯のことよ","2 [Illia]","Dummy, of course she’s thinking about lunch.","TRUE"
"1347.dat","line","59","3 [スパーダ]","ああ　間違いなく
メシのことだな","3 [Spada]","Yeah, no doubt about it. Definitely lunch.","TRUE"
"1347.dat","line","62","0 [ルカ]","だったら　心配ないかぁ…","0 [Ruca]","Oh, so there’s no need to worry...","TRUE"
"1348.dat","title","334","","アンジュ、考えごと","","Ange’s Thoughts","FALSE"
"1348.dat","speaker","0","","ルカ","","Ruca","FALSE"
"1348.dat","speaker","1","","リカルド","","Ricardo","FALSE"
"1348.dat","speaker","2","","コンウェイ","","Kongwei","FALSE"
"1348.dat","speaker","3","","アンジュ","","Ange","FALSE"
"1348.dat","line","0","0 [ルカ]","ねえ　アンジュの様子が
気になるんだけど…","0 [Ruca]","About Ange...","TRUE"
"1348.dat","line","3","1 [リカルド]","おそらく　前世絡みだろうな","1 [Ricardo]","It’s very likely that the way she is now has
something to do with her past life.","TRUE"
"1348.dat","line","6","2 [コンウェイ]","彼女が　悩みごとなんて
珍しいね","2 [Kongwei]","It is quite rare for her to be worried
about something.","TRUE"
"1348.dat","line","9","0 [ルカ]","うん
話　聞いた方がいいかな？","0 [Ruca]","Yeah. Should I ask her about it?","TRUE"
"1348.dat","line","12","2 [コンウェイ]","でも　彼女なら　悩みがあれば
自分から　相談してくるんじゃないかな","2 [Kongwei]","I think if she has something she’s
worried about, she will likely tell us about it.","TRUE"
"1348.dat","line","15","1 [リカルド]","確かに　アンジュは
そういうタイプだろう
心配はいらん","1 [Ricardo]","Indeed, that’s the kind of person she is.","TRUE"
"1348.dat","line","18","0 [ルカ]","そんなの　わからないよ
案外　言いたくても
言い出せないのかも…","0 [Ruca]","But we don’t know that.
Maybe it’s something she’s been
wanting to tell us but can’t.","TRUE"
"1348.dat","line","24","1 [リカルド]","これがルカなら　そうだろうな","1 [Ricardo]","That might be the case if it was you.","TRUE"
"1348.dat","line","28","2 [コンウェイ]","聞いてみたところで　彼女の方に
相談する気がなければ　のらりくらりと
かわされるだけだと思うよ","2 [Kongwei]","I believe that she will just avoid your
questions if it is something she
does not want to talk about.","TRUE"
"1348.dat","line","38","0 [ルカ]","…のらりくらりって
コンウェイだって
いつも　そうじゃないか…","0 [Ruca]","...Isn’t that what you usually do?","TRUE"
"1348.dat","line","51","0 [ルカ]","あ！　アンジュ！
ねえ　なにか悩みごとが
あるんじゃない？","0 [Ruca]","Oh, Ange! What’s wrong?
Are you worried about something?","TRUE"
